make,year,engine_cc,mileage_km,doors,fuel_type,transmission,body_type,state,price
toyota,2022,1600,50048,4,gasolina,manual,hatch,sp,98198.25
bmw,2018,1000,90520,4,flex,automatico,suv,rs,115018.68
chevrolet,2012,1000,170770,4,eletrico,manual,hatch,pe,25967.81
honda,2021,1600,39793,4,flex,manual,sedan,rs,87575.52
ford,2018,1600,81425,4,flex,automatico,hatch,pe,78420.61
hyundai,2016,1000,138006,4,flex,manual,picape,rj,57148.67
bmw,2021,1600,50146,4,gasolina,manual,hatch,ba,130727.91
volkswagen,2023,1400,20296,4,flex,automatico,hatch,mg,113455.73
toyota,2024,1600,32049,4,flex,manual,hatch,rj,109174.71
volkswagen,2025,2000,29785,4,flex,automatico,sedan,pr,121726.56
chevrolet,2013,1000,166784,4,gasolina,manual,hatch,mg,29479.54
honda,2012,1000,182940,4,flex,manual,sedan,pr,23169.39
bmw,2019,1600,72648,4,flex,manual,suv,rs,116550.67
honda,2024,1600,2672,4,flex,manual,suv,sp,119343.79
ford,2025,1600,34520,4,diesel,automatico,sedan,pe,125113.69
honda,2014,2000,139159,4,eletrico,automatico,hatch,pr,52029.23
toyota,2014,2000,140237,4,flex,automatico,suv,rs,60084.42
chevrolet,2012,3000,187922,4,flex,automatico,hatch,rj,58495.52
volkswagen,2021,1400,68343,4,flex,manual,suv,pr,89142.85
chevrolet,2018,1400,102838,2,flex,automatico,hatch,rs,72228.13
bmw,2013,1400,188475,2,flex,automatico,sedan,sp,89599.3
honda,2020,1000,62347,4,gasolina,automatico,sedan,pe,79262.53
bmw,2014,1600,157917,4,flex,manual,suv,pr,73096.51
volkswagen,2013,1000,156855,4,eletrico,automatico,hatch,ba,41139.73
bmw,2014,2000,148028,4,flex,automatico,sedan,rs,103379.82
ford,2016,1600,142927,4,gasolina,manual,hatch,pr,50579.98
chevrolet,2025,1600,19617,4,flex,automatico,suv,sp,120428.31
volkswagen,2018,1400,104074,4,flex,manual,picape,pe,72575.37
volkswagen,2016,1000,136087,4,flex,automatico,sedan,pr,56497.64
hyundai,2022,1000,42525,4,flex,automatico,sedan,pr,95948.23
volkswagen,2014,1400,131411,4,flex,automatico,picape,pe,55916.51
hyundai,2019,1000,68327,4,gasolina,automatico,sedan,ba,81613.54
toyota,2019,1600,54504,4,eletrico,manual,sedan,rs,86676.59
hyundai,2016,2000,150843,4,flex,automatico,sedan,mg,72830.89
chevrolet,2023,2000,19451,4,flex,automatico,suv,pe,119117.37
bmw,2024,1600,20681,2,flex,manual,hatch,pr,145556.51
hyundai,2019,1000,79847,4,flex,automatico,suv,mg,79593.5
volkswagen,2014,2000,148611,4,flex,automatico,sedan,rj,60154.0
chevrolet,2012,2000,180236,4,gasolina,manual,hatch,pr,36240.45
hyundai,2016,1000,132907,4,hibrido,manual,suv,mg,49060.91
hyundai,2022,1600,39253,4,eletrico,manual,sedan,rj,103295.19
volkswagen,2020,1000,69493,4,flex,automatico,hatch,ba,92156.63
ford,2020,2000,76238,4,diesel,automatico,suv,rs,88026.54
ford,2011,3000,176269,4,gasolina,automatico,suv,pr,52109.76
hyundai,2024,1000,48110,4,flex,automatico,suv,rs,102340.03
ford,2021,2000,67364,4,flex,automatico,picape,rj,99840.54
honda,2018,1600,107023,2,diesel,automatico,suv,rs,79159.13
volkswagen,2019,3000,93943,4,flex,manual,hatch,rs,95755.74
honda,2019,1400,101602,4,flex,automatico,sedan,pe,79499.07
chevrolet,2021,2000,62715,4,flex,automatico,suv,sp,92526.05
honda,2010,1000,172547,4,flex,automatico,sedan,rj,19292.72
chevrolet,2022,1400,53995,4,flex,automatico,suv,rs,105183.25
hyundai,2015,1000,122229,4,eletrico,manual,suv,mg,32463.52
chevrolet,2016,3000,112070,4,gasolina,automatico,sedan,rj,90126.64
chevrolet,2023,2000,44795,4,gasolina,manual,picape,sp,108386.9
bmw,2022,2000,66574,4,flex,automatico,sedan,pr,147594.78
honda,2017,2000,108319,4,gasolina,manual,sedan,ba,68259.3
bmw,2019,1000,88632,2,flex,automatico,picape,rs,101898.17
hyundai,2018,1400,121533,4,flex,manual,sedan,mg,66721.86
volkswagen,2011,1000,183611,4,flex,manual,hatch,sp,25331.62
honda,2020,1000,111025,4,flex,manual,sedan,rj,74969.86
volkswagen,2019,1000,92482,4,flex,manual,suv,ba,65314.24
volkswagen,2011,1400,153588,4,flex,manual,suv,ba,28695.61
chevrolet,2014,1000,155300,4,flex,automatico,suv,rs,42040.82
honda,2022,1000,53717,4,flex,automatico,suv,sp,91846.12
volkswagen,2014,1000,163346,4,hibrido,manual,hatch,sp,40275.04
ford,2015,1000,142097,4,flex,manual,suv,mg,37197.79
volkswagen,2012,3000,165923,4,gasolina,automatico,suv,pr,53642.47
ford,2017,1600,89635,2,flex,automatico,hatch,pr,69734.62
honda,2025,3000,8864,4,flex,automatico,hatch,pe,132719.16
hyundai,2022,1400,35242,4,hibrido,automatico,picape,pr,104245.77
bmw,2010,1000,183292,4,flex,manual,suv,pe,55313.72
honda,2015,1600,140828,4,flex,manual,suv,ba,49651.42
bmw,2013,1400,181048,4,gasolina,manual,suv,ba,60614.06
bmw,2010,1000,197920,4,flex,automatico,sedan,rj,59511.72
honda,2024,1000,6061,4,diesel,automatico,suv,ba,120519.36
volkswagen,2016,1000,126669,4,flex,automatico,sedan,ba,54768.44
toyota,2018,1000,113949,4,flex,manual,hatch,sp,58514.88
volkswagen,2022,1400,38853,4,flex,manual,suv,rj,97550.35
volkswagen,2013,1600,153989,4,flex,manual,sedan,sp,47711.02
hyundai,2013,1000,156220,4,diesel,automatico,suv,mg,37467.83
chevrolet,2015,1000,120226,4,gasolina,manual,sedan,pe,39803.85
chevrolet,2021,2000,69724,4,flex,automatico,sedan,pe,104198.49
volkswagen,2024,1000,22185,4,flex,manual,hatch,mg,105667.59
ford,2012,1400,174292,4,gasolina,automatico,hatch,pe,37686.86
hyundai,2022,2000,34687,4,flex,automatico,hatch,rj,108006.28
bmw,2021,1000,53438,4,flex,automatico,hatch,rj,131456.19
chevrolet,2015,1000,142835,4,flex,automatico,picape,ba,53714.93
volkswagen,2016,1400,114407,4,flex,automatico,hatch,pe,60796.77
hyundai,2020,1400,97904,4,gasolina,automatico,hatch,mg,85359.87
toyota,2019,1600,78005,4,hibrido,automatico,sedan,rs,79240.71
ford,2019,2000,87370,4,flex,automatico,suv,pr,92823.95
honda,2012,1000,181988,4,flex,automatico,hatch,ba,30390.63
volkswagen,2016,1600,98724,4,flex,automatico,suv,pr,67212.85
hyundai,2023,1400,9587,2,flex,automatico,suv,mg,111697.58
volkswagen,2012,1000,145115,4,flex,automatico,hatch,pe,37434.29
bmw,2022,1600,66938,4,diesel,manual,hatch,pe,132633.95
ford,2022,1000,39722,4,flex,manual,picape,pr,92997.15
chevrolet,2011,1400,218372,4,flex,automatico,suv,rs,25762.15
chevrolet,2021,1000,51536,4,flex,automatico,suv,pe,95587.94
chevrolet,2023,1400,38768,4,flex,automatico,hatch,rs,109488.49
honda,2019,1400,107131,4,flex,automatico,sedan,sp,77097.35
hyundai,2013,2000,186091,4,gasolina,automatico,sedan,rj,46962.76
ford,2021,1000,90922,4,flex,automatico,hatch,pr,85120.59
ford,2017,1400,126125,4,gasolina,manual,sedan,pe,61907.56
chevrolet,2022,1400,63360,4,flex,automatico,suv,rs,97460.89
chevrolet,2024,1600,32887,2,flex,automatico,sedan,pe,113314.9
bmw,2018,1600,107675,4,flex,manual,suv,rj,113892.54
toyota,2016,1600,111732,4,flex,automatico,suv,rj,72138.88
toyota,2010,1600,179727,4,flex,automatico,sedan,sp,26437.95
volkswagen,2012,2000,167949,2,flex,manual,suv,rj,40662.35
volkswagen,2022,1400,45447,4,gasolina,manual,hatch,rj,94574.7
ford,2021,1400,53201,4,gasolina,automatico,suv,ba,98277.61
ford,2023,2000,46445,4,flex,manual,hatch,mg,106219.96
honda,2018,3000,110329,2,flex,manual,hatch,pe,91398.86
honda,2024,2000,25326,4,flex,manual,suv,sp,114929.2
toyota,2021,1400,82162,4,flex,automatico,sedan,sp,91665.26
volkswagen,2010,1000,174874,4,flex,automatico,picape,pr,28979.85
toyota,2018,1400,93095,4,diesel,automatico,sedan,rj,78002.18
toyota,2017,1600,97247,4,flex,manual,hatch,pr,66720.34
volkswagen,2010,1400,164001,4,flex,automatico,sedan,ba,31769.96
hyundai,2015,1400,130759,2,flex,manual,sedan,rs,49218.1
honda,2014,2000,142173,4,flex,manual,sedan,rj,50720.18
bmw,2015,1400,154701,4,gasolina,automatico,suv,rs,86161.38
bmw,2019,2000,93462,4,flex,manual,suv,mg,111724.86
bmw,2021,1400,44637,4,flex,automatico,suv,ba,127611.6
volkswagen,2022,1400,75811,4,gasolina,automatico,picape,rj,90468.43
chevrolet,2025,1400,30315,4,flex,manual,hatch,pr,105354.16
chevrolet,2022,1600,56731,2,gasolina,automatico,suv,pr,101819.01
chevrolet,2022,1000,44602,4,flex,automatico,sedan,rj,97825.29
ford,2024,1000,9608,4,flex,automatico,suv,pe,110202.32
honda,2014,3000,138416,2,gasolina,manual,sedan,pr,51459.08
honda,2025,1000,28331,2,flex,automatico,picape,pe,121123.28
hyundai,2015,1600,160268,4,flex,manual,suv,rj,53092.2
hyundai,2014,1600,167148,4,flex,automatico,picape,sp,52356.6
ford,2020,1400,64667,2,flex,manual,suv,pr,91637.4
toyota,2021,1600,43205,4,gasolina,automatico,picape,pe,95332.43
hyundai,2014,1000,146113,4,diesel,manual,suv,rj,47521.18
bmw,2013,1600,129473,4,hibrido,manual,sedan,rj,73452.98
chevrolet,2012,1400,172847,4,gasolina,automatico,hatch,pe,39066.64
bmw,2012,1600,165785,2,flex,automatico,sedan,pr,69963.06
chevrolet,2013,1000,149009,4,flex,automatico,hatch,sp,41222.12
bmw,2018,1600,72079,4,flex,automatico,sedan,pr,119318.98
toyota,2011,1000,187704,4,flex,manual,sedan,rj,17570.95
bmw,2024,1000,16009,4,flex,automatico,sedan,sp,149168.04
bmw,2018,1000,78451,4,eletrico,automatico,picape,rs,109727.42
volkswagen,2010,1000,148916,4,flex,manual,picape,mg,17050.53
bmw,2023,2000,35587,4,flex,automatico,hatch,pr,147327.88
volkswagen,2024,1000,50583,2,flex,automatico,sedan,ba,109467.12
honda,2024,2000,48918,4,diesel,automatico,sedan,rj,114393.59
ford,2010,3000,185143,4,gasolina,automatico,sedan,sp,50805.56
bmw,2014,1600,134966,4,gasolina,automatico,suv,pe,96068.66
honda,2015,1000,139031,4,flex,manual,sedan,pe,35301.78
hyundai,2015,1400,117024,4,diesel,manual,sedan,pe,57411.03
hyundai,2012,1600,172526,4,flex,automatico,suv,sp,50623.21
volkswagen,2025,1400,23491,4,diesel,manual,suv,rs,112036.37
bmw,2016,1000,138403,4,flex,manual,hatch,pr,86234.97
bmw,2018,1600,94497,4,flex,automatico,suv,ba,119210.48
toyota,2020,2000,68944,4,flex,automatico,sedan,pe,95280.99
honda,2021,1600,46830,4,gasolina,manual,hatch,sp,92586.9
chevrolet,2019,1000,71596,4,flex,automatico,hatch,pe,73189.6
chevrolet,2025,1600,8602,4,diesel,automatico,sedan,rs,124102.88
toyota,2025,1000,17510,4,flex,manual,sedan,rj,109364.06
volkswagen,2017,1000,121703,2,flex,automatico,hatch,pe,65825.37
chevrolet,2015,2000,119952,4,flex,automatico,suv,rs,71834.32
chevrolet,2021,1000,82390,4,flex,automatico,suv,pr,83267.49
hyundai,2017,1000,103933,4,flex,automatico,hatch,pe,63247.02
hyundai,2021,1000,59679,4,flex,manual,hatch,rs,92025.69
ford,2014,2000,132791,4,gasolina,automatico,suv,sp,59329.71
honda,2017,1600,71636,4,flex,manual,hatch,sp,70954.77
volkswagen,2019,1600,97260,4,hibrido,automatico,picape,mg,82775.95
bmw,2021,1600,71052,4,flex,automatico,suv,rs,126933.8
honda,2013,1000,151780,4,diesel,automatico,sedan,rj,48850.65
volkswagen,2019,1400,85004,2,flex,manual,hatch,pe,71910.89
chevrolet,2017,1400,115739,2,flex,manual,hatch,ba,55302.72
ford,2019,1000,60561,4,flex,manual,hatch,ba,71162.15
honda,2021,1400,52064,4,flex,automatico,hatch,pr,86481.87
chevrolet,2011,2000,191913,4,diesel,manual,suv,mg,26456.61
volkswagen,2021,1000,41185,2,flex,automatico,hatch,rs,88481.61
honda,2021,1000,64403,4,flex,manual,sedan,rj,84926.69
bmw,2014,1000,123651,4,diesel,automatico,sedan,mg,81085.28
honda,2018,1000,102996,4,flex,manual,hatch,sp,66989.62
chevrolet,2013,2000,155465,4,gasolina,automatico,hatch,pr,59172.67
honda,2025,1400,0,4,flex,automatico,hatch,pe,126205.88
bmw,2020,1400,89471,4,diesel,automatico,hatch,pe,120302.41
ford,2015,1600,120981,4,flex,automatico,suv,pe,62258.42
ford,2024,1000,11846,4,flex,automatico,sedan,rs,103598.18
chevrolet,2010,1400,195008,4,flex,automatico,suv,ba,24879.9
volkswagen,2018,1400,113229,4,eletrico,manual,sedan,rj,61513.46
chevrolet,2010,1600,176762,4,flex,manual,sedan,pe,26157.33
ford,2014,3000,144925,4,flex,automatico,sedan,pe,83125.01
toyota,2013,1600,162432,4,gasolina,automatico,suv,sp,48834.31
toyota,2022,1400,58396,4,eletrico,automatico,hatch,mg,90084.9
honda,2021,2000,62646,4,diesel,manual,hatch,pe,92296.95
bmw,2025,1000,6494,4,hibrido,manual,sedan,pr,144138.35
hyundai,2022,1000,35586,4,flex,manual,sedan,mg,91098.89
hyundai,2022,1000,49292,4,flex,manual,sedan,ba,84952.13
hyundai,2023,1400,19917,4,gasolina,manual,suv,mg,103538.91
honda,2012,1400,124179,4,diesel,manual,sedan,rj,30960.65
toyota,2022,1600,54548,4,flex,manual,suv,sp,90293.26
ford,2015,2000,145559,4,flex,automatico,sedan,rs,65895.14
honda,2011,1400,144556,4,gasolina,manual,suv,rj,24538.28
hyundai,2012,1400,152854,2,flex,automatico,suv,ba,43562.96
hyundai,2025,1000,21287,4,flex,manual,sedan,pr,99459.63
chevrolet,2014,1000,174862,4,flex,automatico,suv,ba,50594.83
hyundai,2024,1600,24311,4,flex,automatico,suv,ba,112682.0
bmw,2018,1400,85079,4,gasolina,manual,sedan,mg,103919.82
hyundai,2011,2000,177256,4,flex,automatico,sedan,pr,41564.67
chevrolet,2019,1000,104623,4,gasolina,manual,suv,rj,63979.8
hyundai,2017,1000,98310,4,flex,automatico,sedan,ba,67470.53
bmw,2023,1400,24012,4,flex,manual,hatch,rj,139574.98
ford,2011,1000,172758,4,gasolina,automatico,suv,pe,33389.37
honda,2020,1000,57700,4,flex,automatico,hatch,pe,90302.49
bmw,2022,1600,49840,2,flex,manual,suv,pe,129864.95
chevrolet,2014,1000,168370,2,flex,automatico,suv,rs,42011.34
honda,2016,1600,124846,4,flex,manual,picape,mg,69218.64
honda,2017,1000,104214,4,flex,automatico,hatch,rj,70617.35
chevrolet,2010,1000,187622,4,diesel,automatico,sedan,pe,17247.58
toyota,2015,1400,108552,2,gasolina,automatico,sedan,pe,61517.14
hyundai,2010,2000,205246,4,gasolina,manual,sedan,pr,21537.38
bmw,2011,1400,178832,4,flex,automatico,hatch,ba,66798.53
chevrolet,2025,1600,9292,4,flex,automatico,sedan,pe,117158.72
ford,2024,1000,71896,4,flex,manual,sedan,rs,92155.98
volkswagen,2010,1600,196481,4,flex,manual,hatch,pr,28785.63
chevrolet,2020,1000,60723,4,flex,manual,suv,mg,80786.93
hyundai,2014,1600,137604,4,flex,automatico,suv,rs,42103.59
hyundai,2019,1600,101226,4,hibrido,manual,suv,rs,80599.72
honda,2024,2000,25699,4,flex,automatico,picape,rs,126593.3
honda,2018,1400,74425,4,flex,manual,sedan,ba,69839.82
chevrolet,2015,1000,145788,4,gasolina,manual,picape,pe,46218.12
volkswagen,2020,1000,61977,4,flex,automatico,suv,sp,81406.45
chevrolet,2020,2000,100099,4,diesel,automatico,hatch,rs,89633.87
volkswagen,2010,1400,208200,4,gasolina,automatico,hatch,pr,31062.73
volkswagen,2022,1600,41290,4,eletrico,automatico,sedan,pr,103647.85
hyundai,2010,1000,211215,4,flex,automatico,sedan,mg,12000.0
hyundai,2011,1400,181017,4,gasolina,manual,sedan,rj,23830.93
hyundai,2018,1000,108791,4,flex,manual,sedan,rj,61288.41
ford,2012,3000,175270,4,gasolina,automatico,suv,sp,62701.34
hyundai,2024,1600,11304,2,flex,automatico,sedan,ba,118576.08
bmw,2010,2000,182346,4,flex,automatico,hatch,pe,67540.19
honda,2014,1000,159449,4,flex,manual,suv,ba,41307.93
honda,2025,1600,6978,4,flex,manual,sedan,pe,116257.25
volkswagen,2016,1600,113945,4,diesel,manual,picape,rs,55358.14
honda,2015,1400,117673,4,gasolina,automatico,hatch,pe,65424.04
toyota,2021,2000,66353,4,gasolina,automatico,picape,sp,102515.36
volkswagen,2010,2000,222937,4,flex,automatico,hatch,mg,28574.08
honda,2014,2000,127987,4,gasolina,manual,hatch,mg,53691.49
toyota,2024,1600,24363,4,flex,automatico,hatch,rj,111192.21
ford,2014,1000,165183,4,diesel,automatico,suv,mg,40584.28
honda,2015,1000,130805,4,eletrico,manual,suv,rs,44897.16
toyota,2012,3000,174785,4,flex,automatico,sedan,pr,55808.93
chevrolet,2014,1000,128064,4,diesel,manual,picape,mg,47152.54
bmw,2016,1600,126424,4,flex,manual,sedan,sp,93323.43
chevrolet,2014,1600,141192,4,flex,automatico,suv,rs,58295.72
toyota,2014,1600,158785,4,flex,automatico,suv,mg,51429.23
volkswagen,2014,3000,161810,4,flex,automatico,hatch,ba,73009.94
hyundai,2019,1400,122843,4,gasolina,automatico,sedan,pe,78861.19
hyundai,2019,1400,92694,4,flex,manual,picape,mg,73463.0
hyundai,2012,1000,172886,4,flex,automatico,picape,ba,33000.68
volkswagen,2010,1400,194915,4,flex,automatico,picape,rs,20790.56
honda,2014,1000,138702,2,gasolina,automatico,picape,mg,49729.28
hyundai,2023,1400,41077,4,eletrico,automatico,hatch,ba,106937.43
chevrolet,2018,2000,91568,4,gasolina,manual,suv,pr,73754.84
volkswagen,2023,2000,38526,4,gasolina,manual,sedan,rj,112253.41
volkswagen,2010,1000,211763,4,flex,automatico,picape,rs,12000.0
hyundai,2012,1400,152901,4,flex,manual,sedan,ba,30752.37
chevrolet,2022,2000,65098,2,flex,automatico,sedan,sp,111373.89
ford,2022,1000,67756,4,flex,manual,sedan,mg,87414.21
volkswagen,2013,1000,154228,4,gasolina,manual,sedan,ba,32126.51
hyundai,2023,1000,4172,4,flex,manual,hatch,pe,101129.22
bmw,2010,1600,182882,4,gasolina,automatico,suv,ba,65664.77
toyota,2010,1000,211454,4,flex,manual,suv,ba,12000.0
honda,2017,3000,107656,4,flex,automatico,hatch,pe,87605.29
volkswagen,2025,1400,0,4,flex,automatico,suv,rj,130382.61
bmw,2011,1400,172428,4,diesel,manual,suv,pe,57139.18
bmw,2021,1000,72609,4,gasolina,automatico,sedan,pe,122017.14
volkswagen,2024,1400,32201,2,diesel,automatico,hatch,sp,110261.75
ford,2017,1600,104416,4,flex,automatico,suv,pe,72602.52
toyota,2016,1600,114497,4,hibrido,automatico,suv,sp,64109.84
honda,2019,1600,78123,2,flex,manual,sedan,pr,80415.26
volkswagen,2019,1600,70163,4,flex,manual,suv,pe,80162.12
honda,2011,2000,204230,4,hibrido,automatico,hatch,rj,39733.24
chevrolet,2015,2000,127165,4,flex,manual,sedan,pe,52170.54
bmw,2015,1600,150257,4,gasolina,automatico,hatch,ba,90459.75
bmw,2012,1000,190819,4,flex,automatico,hatch,rs,64248.54
volkswagen,2020,1000,86974,4,flex,manual,suv,rj,76232.13
volkswagen,2011,1000,173525,4,eletrico,automatico,picape,pe,24505.14
chevrolet,2021,1600,66055,4,flex,manual,sedan,rj,93370.02
ford,2010,1400,191637,4,gasolina,manual,hatch,sp,23986.53
volkswagen,2015,1400,118444,4,flex,manual,suv,pr,46589.04
bmw,2021,2000,64865,4,gasolina,automatico,suv,pr,134315.89
honda,2014,2000,126314,4,flex,manual,suv,rj,50393.24
toyota,2023,2000,53815,4,flex,automatico,suv,rj,125589.68
hyundai,2023,1400,29030,4,flex,automatico,sedan,pe,106796.0
honda,2020,1600,75017,2,flex,automatico,suv,mg,99335.58
ford,2018,1000,100249,4,eletrico,automatico,hatch,ba,64629.49
toyota,2010,1000,188116,4,flex,automatico,sedan,sp,16834.35
honda,2025,1000,20800,2,flex,manual,sedan,ba,102946.98
honda,2024,1400,16876,4,flex,automatico,sedan,rs,111040.15
chevrolet,2024,1400,37069,4,flex,automatico,picape,rs,110900.16
hyundai,2016,2000,99810,4,gasolina,automatico,suv,pr,70484.61
ford,2024,1000,25895,4,hibrido,automatico,hatch,sp,105019.04
bmw,2014,1600,173083,4,flex,automatico,hatch,ba,90029.91
chevrolet,2014,1400,128995,4,diesel,automatico,sedan,pr,59569.72
toyota,2023,1000,25833,2,flex,automatico,hatch,rs,109371.53
hyundai,2011,1400,187708,4,flex,automatico,suv,rj,33763.79
bmw,2020,1000,74693,4,gasolina,automatico,picape,sp,119259.77
chevrolet,2012,1600,173259,4,flex,manual,picape,sp,29726.0
hyundai,2016,1400,127337,4,gasolina,automatico,suv,ba,57933.66
ford,2015,1000,141520,4,diesel,automatico,suv,pe,53086.98
volkswagen,2025,1000,28645,4,flex,automatico,sedan,mg,107335.1
volkswagen,2021,1400,66147,4,eletrico,automatico,hatch,ba,89408.35
toyota,2011,2000,176381,4,gasolina,automatico,sedan,rj,45807.42
volkswagen,2015,1400,142088,4,flex,manual,sedan,pe,57490.05
chevrolet,2011,1600,208498,4,gasolina,automatico,suv,pe,32391.78
toyota,2011,1600,178010,4,flex,automatico,hatch,pe,40530.79
bmw,2011,2000,165382,4,hibrido,manual,sedan,rj,67463.46
ford,2023,2000,52606,4,gasolina,automatico,sedan,pr,105920.73
toyota,2024,1600,22194,4,flex,automatico,picape,sp,119931.76
bmw,2020,1600,39409,4,flex,automatico,sedan,pr,134135.1
toyota,2012,2000,180711,4,gasolina,manual,suv,rj,36251.69
honda,2024,1400,15970,4,flex,automatico,suv,mg,114192.62
honda,2011,1400,178642,4,flex,automatico,hatch,sp,37314.75
toyota,2013,1000,160979,4,flex,automatico,sedan,rj,34424.48
hyundai,2018,2000,98857,4,flex,manual,suv,mg,71302.55
volkswagen,2015,2000,142641,4,flex,automatico,sedan,ba,58063.32
honda,2010,1000,185467,4,flex,automatico,picape,rs,22604.81
hyundai,2017,1600,115696,4,flex,automatico,hatch,pe,65906.13
hyundai,2024,1400,20106,2,gasolina,automatico,hatch,rj,111362.89
ford,2021,1000,71082,2,flex,manual,suv,rs,77308.92
bmw,2023,3000,45230,4,flex,automatico,suv,pr,159412.46
chevrolet,2016,1000,105968,4,flex,automatico,picape,rs,53667.93
honda,2019,1000,100289,4,flex,automatico,suv,rj,75892.67
toyota,2012,1600,159960,2,flex,automatico,picape,rs,48442.52
volkswagen,2010,1600,204120,2,flex,automatico,suv,pe,27259.46
chevrolet,2014,1000,149509,4,flex,manual,suv,sp,45280.26
bmw,2022,1600,75572,4,diesel,automatico,sedan,rj,141534.19
hyundai,2013,1400,152648,4,gasolina,manual,sedan,mg,41291.48
bmw,2019,1000,78760,4,gasolina,manual,picape,rs,106059.43
honda,2017,1000,107708,4,gasolina,automatico,sedan,sp,65456.3
bmw,2010,1600,187452,2,gasolina,automatico,sedan,pe,67901.2
bmw,2019,1000,95999,4,flex,automatico,sedan,pr,109141.8
volkswagen,2010,2000,167755,2,gasolina,automatico,sedan,pr,27424.15
hyundai,2021,2000,44194,4,flex,automatico,sedan,pe,107330.92
volkswagen,2013,3000,139982,4,gasolina,automatico,hatch,rs,60847.36
volkswagen,2017,1000,122254,4,gasolina,automatico,suv,pr,58351.19
toyota,2014,3000,169659,4,flex,manual,sedan,mg,58552.27
bmw,2011,1400,178433,4,flex,automatico,sedan,rj,67059.43
bmw,2015,1400,129467,4,flex,automatico,hatch,sp,85819.57
bmw,2014,1000,145050,4,gasolina,automatico,hatch,ba,82069.96
ford,2011,1000,197428,4,gasolina,manual,hatch,rs,21716.5
volkswagen,2022,1600,34089,4,diesel,manual,suv,pr,92444.94
chevrolet,2023,1400,39575,4,flex,manual,hatch,rj,105726.17
honda,2020,1000,86627,4,gasolina,manual,picape,ba,66205.1
hyundai,2020,1600,79516,4,flex,automatico,hatch,mg,100859.22
chevrolet,2025,1000,14843,4,diesel,manual,hatch,pr,105217.25
hyundai,2020,1600,87015,4,flex,manual,hatch,pr,81875.83
toyota,2012,1400,127451,4,flex,manual,hatch,sp,27222.18
toyota,2024,2000,34168,4,flex,manual,suv,mg,111564.12
hyundai,2018,2000,86188,4,gasolina,manual,suv,mg,78214.21
bmw,2016,1400,92540,4,hibrido,automatico,suv,rs,102488.19
chevrolet,2016,1400,127668,4,flex,automatico,hatch,ba,59834.39
bmw,2025,1400,32604,4,flex,manual,hatch,sp,139676.58
ford,2024,2000,21938,4,eletrico,automatico,sedan,rs,127361.93
toyota,2020,1400,86293,4,flex,automatico,picape,sp,87010.09
toyota,2015,1000,156184,2,gasolina,manual,hatch,mg,48776.16
chevrolet,2025,1000,31723,4,flex,automatico,suv,sp,110109.14
toyota,2017,1400,132599,2,flex,automatico,sedan,sp,64236.18
ford,2013,1400,167131,4,gasolina,automatico,hatch,sp,47308.32
ford,2017,2000,109131,4,gasolina,automatico,sedan,rj,69015.48
ford,2013,1000,131970,4,flex,manual,hatch,rj,29637.18
honda,2017,1400,104309,4,flex,automatico,suv,ba,76141.07
ford,2018,2000,83351,4,diesel,automatico,hatch,ba,79637.68
ford,2012,2000,200564,2,flex,automatico,suv,pe,31820.14
honda,2025,1400,9361,4,diesel,manual,hatch,mg,122238.49
bmw,2012,1400,169848,4,flex,automatico,picape,sp,66353.71
volkswagen,2020,1400,80272,4,flex,automatico,hatch,mg,88679.8
toyota,2022,2000,48654,4,eletrico,automatico,suv,rj,109047.33
ford,2025,1000,37425,4,gasolina,manual,suv,sp,89833.11
toyota,2011,2000,170660,4,flex,automatico,picape,rs,39564.41
chevrolet,2022,1600,50919,2,gasolina,automatico,sedan,rj,105804.22
toyota,2019,1400,72862,4,flex,automatico,suv,rj,86142.25
hyundai,2012,1000,148199,4,flex,automatico,sedan,rj,41287.75
bmw,2012,1400,158823,2,hibrido,automatico,hatch,pe,73039.09
honda,2014,1400,143444,4,gasolina,automatico,sedan,sp,54845.92
toyota,2014,1000,137560,4,gasolina,automatico,hatch,ba,43919.35
toyota,2011,1600,169613,4,flex,automatico,picape,pr,29205.71
toyota,2021,3000,38905,2,flex,automatico,hatch,rs,111175.61
volkswagen,2019,1600,82753,4,flex,manual,sedan,rs,69976.5
volkswagen,2022,1600,25429,4,flex,automatico,suv,mg,112433.58
chevrolet,2015,1000,143400,4,gasolina,automatico,sedan,sp,43417.13
honda,2014,1400,145236,4,flex,automatico,suv,ba,52384.79
toyota,2015,1000,110136,4,diesel,automatico,hatch,rj,54649.98
toyota,2010,1600,187361,4,flex,automatico,sedan,pr,28582.61
toyota,2014,2000,132717,4,flex,automatico,hatch,sp,66910.49
toyota,2018,1600,100787,4,flex,manual,picape,sp,67889.81
volkswagen,2021,1000,80106,4,flex,automatico,suv,pe,90542.11
bmw,2019,1400,55872,4,flex,manual,picape,ba,114107.02
bmw,2023,1600,37725,4,hibrido,manual,hatch,pr,136281.16
chevrolet,2011,1400,177598,4,flex,automatico,hatch,rj,44160.15
hyundai,2010,2000,202070,4,eletrico,automatico,hatch,sp,24482.79
ford,2023,2000,39197,4,flex,automatico,hatch,rs,121066.11
honda,2019,1600,72720,4,hibrido,manual,hatch,rs,82074.03
bmw,2022,1400,43214,4,flex,manual,suv,pr,126920.28
hyundai,2020,1000,60059,4,eletrico,automatico,hatch,rj,94137.74
toyota,2018,1000,112140,4,flex,automatico,sedan,pr,59938.45
